mutation_rate,transition_matrix_AA,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TT,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CC,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC,transition_matrix_GG
1.1477875466775041e-05,0.046159129503729246,0.1994394544146474,0.42586265061717166,0.3285387654644517,0.26717563937374084,0.12550917418538582,0.2932577898192937,0.3140573966215796,0.5406494007544733,0.05217160342327165,0.1730465207740259,0.23413247504822918,0.27330552727111285,0.1047808322808895,0.16538953113906232,0.45652410930893533
2.2118300234028357e-05,0.22442849127898962,0.2281836456451433,0.2994177490616216,0.2479701140142455,0.14374798917168852,0.14504630245282346,0.6044922313629404,0.1067134770125476,0.1861402281902579,0.1209606999486622,0.2257220580098087,0.4671770138512711,0.1642111169766287,0.20949864589256234,0.1821990685947871,0.4440911685360219
4.675274908760849e-05,0.16192029958340018,0.3285771029853287,0.46123979736225534,0.04826280006901587,0.19123492850320603,0.0858529645172873,0.40218062618225475,0.32073148079725183,0.35235691170840294,0.31127672051084154,0.29359406531474014,0.042772302466015405,0.3547026174350934,0.008427682127729597,0.6315134493968497,0.005356251040327414
1.6320225239271807e-05,0.26284642669684616,0.4009563716306922,0.19601560516281827,0.1401815965096433,0.31336266494319853,0.3679963277655056,0.2124414597684815,0.10619954752281438,0.4924437083976939,0.07481606290398177,0.35200931711895117,0.08073091157937304,0.23790507377604825,0.08056060246643434,0.031544300683906124,0.6499900230736113
9.402062951794008e-05,0.21648367425853018,0.19396119156865754,0.2413037951716674,0.3482513390011449,0.3526495708785297,0.3222570685587023,0.20669539370094567,0.11839796686182244,0.5309277609532889,0.23675780347912437,0.13813366486697806,0.09418077070060876,0.48484136495520014,0.34637374418975436,0.0029779916074058332,0.16580689924763975
5.225270641220655e-06,0.0315462518422652,0.43126844817463705,0.5236642595456912,0.013521040437406318,0.08585005291336711,0.35685083027049364,0.17666774960839107,0.3806313672077481,0.3339140555548891,0.20264164312212382,0.4102936531428005,0.05315064818018653,0.3185589856797124,0.16952260079785092,0.28486428034240463,0.22705413318003195
8.065399052023189e-05,0.48091730222128315,0.2955031899284508,0.10255729785142481,0.12102220999884122,0.02381045306298124,0.6366456038676999,0.03066169720643397,0.30888224586288504,0.38767638981416486,0.15168766124417588,0.24023145138787458,0.22040449755378463,0.22503353062754083,0.20996459505340642,0.4132870545482979,0.15171481977075496
9.614772875655414e-05,0.2537357453571239,0.19005237292283123,0.18779063698627216,0.3684212447337727,0.14138822650002245,0.394283331521938,0.3696240194461635,0.09470442253187611,0.4775912337402278,0.18830955692949386,0.19288547007063314,0.1412137392596452,0.3743745495420163,0.2360449574623469,0.09323496466643258,0.2963455283292043
8.013584327355018e-05,0.29736521023377077,0.4779076194152529,0.15618401188267172,0.06854315846830455,0.20097748192853873,0.3973169487023697,0.3600448342848789,0.04166073508421278,0.4442779860197921,0.014504474147008117,0.2930145854450834,0.24820295438811643,0.3592290921620657,0.5511613171813543,0.029261430715478598,0.060348159941101515
2.8519384580525692e-05,0.25248515259658355,0.41086135395614626,0.26953576194047574,0.06711773150679434,0.1911960158479189,0.3483419219891757,0.2326534102034723,0.227808651959433,0.2904554697052309,0.28293044999544786,0.3528781318474871,0.07373594845183412,0.3246323644731158,0.15214320803161197,0.32819045158335547,0.19503397591191687
6.112378839693287e-05,0.5408992631238175,0.11793141613514163,0.27198272503210547,0.06918659570893537,0.027084065534681012,0.23416389484270062,0.16423033427232894,0.5745217053502896,0.04307233648552672,0.41022035089223735,0.31154888158122135,0.2351584310410147,0.5183802645505975,0.09455550892093204,0.19229116202637372,0.19477306450209697
5.22354393043898e-06,0.08353476164228674,0.32720583098735045,0.3003938797002779,0.28886552767008483,0.06436262353649827,0.2488775813151681,0.41438859996494715,0.27237119518338665,0.4856375322130963,0.09508279812122453,0.26458378847279307,0.154695881192886,0.40310365095528267,0.2654921743475809,0.16872487185952387,0.1626793028376126
4.305947040599876e-05,0.42226551442124666,0.1514307400039828,0.3801531299496827,0.046150615625087876,0.41127926959610905,0.2621209147607979,0.27494340371804554,0.051656411925047524,0.2990701851159559,0.22328870761007968,0.46478467583087046,0.012856431443094007,0.37190524821797744,0.2724458459530676,0.0987244534473587,0.2569244523815963
4.368417903188259e-05,0.16527143431820224,0.3782992325144681,0.2497531649719542,0.20667616819537546,0.1568546904470618,0.38390885320414864,0.20953376664232173,0.24970268970646783,0.36888862004964695,0.20263354976538972,0.34956382121565543,0.07891400896930795,0.33587403021917067,0.23922757186589078,0.25366480564363497,0.17123359227130358
2.3836389284531727e-05,0.2864897713409304,0.17301613219408843,0.3750943528732953,0.1653997435916858,0.3977910075242217,0.04689476090686634,0.29483435929976093,0.2604798722691509,0.34428539497218885,0.17498565496770593,0.319527819981144,0.1612011300789612,0.24188168127699491,0.2523669288793329,0.46185824526460484,0.04389314457906754
