mutation_rate,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC
8.60469460133921e-06,0.7252837274720544,0.020384418917719582,0.25433185361022603,0.20619159874719267,0.7636916630789001,0.030116738173907143,0.20900738112413064,0.2614956393641753,0.5294969795116942,0.11691610936035468,0.2757158328062737,0.6073680578333717
4.014213660773547e-06,0.0034013846571338546,0.4258008516128564,0.5707977637300098,0.2601527008799947,0.45408918880178156,0.2857581103182237,0.3538206230834316,0.026891739205720355,0.6192876377108482,0.6733307359145368,0.08995893259667376,0.23671033148878948
7.891497895960195e-06,0.34916000607860714,0.020115287064594867,0.630724706856798,0.21506585803104578,0.01557472902061513,0.7693594129483391,0.0829267330946081,0.7576572469657482,0.1594160199396435,0.25777783225593826,0.21239643202050706,0.5298257357235546
6.022553936523131e-06,0.0022355410288848465,0.7912378600728073,0.20652659889830782,0.1678576148685789,0.5622613630623138,0.26988102206910736,0.3617598376510895,0.2933206503605037,0.3449195119884069,0.14260996255577993,0.4595959338997452,0.3977941035444749
1.940750291827536e-06,0.2747045578191232,0.1722713136539305,0.5530241285269463,0.0682048616076224,0.04105764058588457,0.890737497806493,0.4120891150549948,0.33330291345896307,0.2546079714860421,0.2991570782075304,0.41822504849878206,0.28261787329368754
9.429134213169083e-06,0.024640764245148494,0.5199806298870951,0.4553786058677564,0.23740363442014475,0.19774272240967486,0.5648536431701804,0.10989523061404655,0.630272853405459,0.2598319159804945,0.09254392222698304,0.6943786904186491,0.21307738735436796
6.1414584780020735e-06,0.039778239796697756,0.16577420766213136,0.7944475525411708,0.3531787897879255,0.11538068181133182,0.5314405284007426,0.7350790684895931,0.01516864037711746,0.24975229113328942,0.05443950338127518,0.3644284102557049,0.5811320863630199
9.894587942987541e-06,0.5040082942351879,0.4540223181186899,0.041969387646122236,0.4320684012442349,0.5579403383043674,0.009991260451397588,0.5567666831851991,0.11085046083935146,0.3323828559754494,0.2709478118636275,0.47799579440536655,0.2510563937310059
6.941673747880097e-06,0.4780212881139096,0.5018539387057442,0.020124773180346167,0.23248294233848046,0.7674508244820079,6.623317951182095e-05,0.20869056133313177,0.39648025373767076,0.3948291849291975,0.47023048270380213,0.16864782718105994,0.36112169011513795
4.259294920309987e-06,0.5614326764184514,0.10930060623165644,0.32926671734989216,0.5109336464595485,0.23061242891559963,0.25845392462485184,0.6525166638643768,0.017766530461358343,0.32971680567426487,0.2500570367304938,0.2056922000391599,0.5442507632303463
2.89198715086894e-06,0.37791482673464255,0.5751101208884047,0.04697505237695265,0.08119065439296802,0.006289399075767088,0.9125199465312648,0.03553139666380012,0.6034170721266378,0.36105153120956207,0.6094854344718817,0.25627233320513604,0.13424223232298227
7.93343293918534e-06,0.7597740379504668,0.2122848149413755,0.027941147108157705,0.24176984918395272,0.04523835695871087,0.7129917938573365,0.14376356126514225,0.10287013146385296,0.7533663072710047,0.1190904112041396,0.13802279862018524,0.7428867901756752
8.247123829914634e-06,0.6746323701681434,0.28029129972806566,0.04507633010379092,0.7869091217184817,0.15292824220183188,0.06016263607968636,0.21157301895235403,0.6131433569187791,0.17528362412886694,0.2628472033671471,0.17167634001983376,0.5654764566130193
2.7670822060576992e-06,0.5265802261814286,0.4601368797534732,0.013282894065098139,0.6212374795259994,0.15011894861391228,0.2286435718600884,0.16159606231763998,0.7037311639586784,0.13467277372368155,0.43883475726081106,0.22614958512821323,0.3350156576109757
3.4186050935729004e-06,0.09836255130435051,0.8927261058693825,0.008911342826267099,0.5153769684615457,0.3863200280770168,0.09830300346143739,0.7258985335565572,0.25972294153312553,0.01437852491031727,0.3879957888545249,0.0573957838860813,0.5546084272593937
6.555548123136446e-07,0.6389023074351525,0.351143699862301,0.009953992702546599,0.2113516619421089,0.2892469746064967,0.4994013634513945,0.4160888863909242,0.17414973363344183,0.40976137997563405,0.3747639424910824,0.354933168846078,0.27030288866283964
4.578343291765061e-06,0.4236210279830758,0.31009978476944233,0.26627918724748184,0.2902136065186701,0.051975627726286056,0.6578107657550437,0.12226042139096785,0.43098767391796466,0.4467519046910675,0.4978396400902894,0.3411450829752338,0.16101527693447687
8.658399167995547e-06,0.3549612297978232,0.32663509377395633,0.31840367642822054,0.16555061826257825,0.3279734629635223,0.5064759187738994,0.4229658799943295,0.06821617276309577,0.5088179472425747,0.2798826812753044,0.5533054840110472,0.1668118347136484
8.978465467219748e-06,0.4193559248857788,0.549190164802574,0.03145391031164724,0.04470639303537599,0.2528415674886461,0.7024520394759779,0.49562535435039023,0.1844006164968044,0.3199740291528054,0.2161389140269177,0.39427870153385525,0.389582384439227
2.809328581089524e-06,0.4848597950893682,0.2275689527465244,0.28757125216410734,0.17360932153532826,0.40250561231231624,0.4238850661523556,0.037909693708722936,0.11670595097933845,0.8453843553119387,0.20715111044989615,0.09746047907168529,0.6953884104784186
9.737279325201217e-06,0.2831708925573772,0.6810846157057627,0.03574449173686006,0.4499797307920567,0.5032462563696837,0.046774012838259604,0.4158527823573932,0.17787411998698022,0.40627309765562675,0.03451371961148325,0.787833954848528,0.17765232553998866
6.360254921679038e-06,0.7034649972439968,0.11003385538978366,0.18650114736621953,0.5728258117549249,0.181342348693988,0.2458318395510871,0.3327746555826032,0.4226970420361168,0.24452830238127995,0.35567481222947356,0.38659373710873746,0.257731450661789
2.5684738928271258e-06,0.5234288455611258,0.028553502608205994,0.44801765183066816,0.2405948457120661,0.5874111550014479,0.1719939992864859,0.03640424522132929,0.876596700819573,0.08699905395909768,0.834099740202412,0.008919429975640325,0.15698082982194791
1.2819104572945867e-06,0.030230331559094215,0.051829158218954396,0.9179405102219512,0.9126428326252517,0.0724082476612265,0.014948919713521747,0.9419109321622081,0.006079038517849689,0.05201002931994225,0.46749760814175123,0.19841497348521542,0.33408741837303335
1.0556836730815645e-06,0.7778352359091258,0.21152801324628512,0.010636750844589149,0.45978699518705485,0.15307822659124237,0.3871347782217028,0.08940074876085363,0.1864278343400025,0.724171416899144,0.544755760729325,0.3038730452660605,0.15137119400461452
7.088801538805149e-07,0.8532763218136616,0.07210645879643057,0.07461721938990756,0.15126120101328602,0.596254412134198,0.2524843868525159,0.22215482030116548,0.11158991987332409,0.6662552598255104,0.35396860290141924,0.5360932245968343,0.10993817250174653
7.640790940328647e-06,0.3342098919076411,0.47224318591697717,0.1935469221753817,0.19172518653529458,0.09421574895843324,0.7140590645062721,0.24448061634731075,0.47632861963080947,0.2791907640218798,0.9517030372647988,0.04553253133444857,0.0027644314007527204
9.924031151683797e-06,0.12673989679176048,0.5741404865222312,0.29911961668600845,0.11105968315301457,0.30791062850058437,0.5810296883464011,0.585396828276196,0.049937644432641426,0.36466552729116264,0.15947801208049042,0.2947939397638729,0.5457280481556368
2.6356335294778598e-06,0.33433049123884434,0.401708825554383,0.26396068320677263,0.4576647811979978,0.5286459843301873,0.01368923447181486,0.13682112482566322,0.49280654035336885,0.37037233482096793,0.8519740385100878,0.0407400499672394,0.10728591152267308
5.219342176738818e-06,0.27407854072121346,0.492311308567421,0.2336101507113656,0.4743037121746937,0.045341277948577396,0.4803550098767288,0.4565248408104328,0.07183040336229174,0.47164475582727544,0.20298089786476578,0.32238647147862326,0.474632630656611
4.171782033734589e-06,0.5755396974256709,0.04194026627664432,0.38252003629768483,0.006929898669123913,0.7838327897991766,0.2092373115316995,0.5069360947499207,0.24790426027408566,0.24515964497599357,0.8771499163716117,0.03537471628058286,0.08747536734780542
4.4207076374744676e-07,0.0035472510864549833,0.09233277977686802,0.904119969136677,0.4433824884081274,0.23387047626874158,0.32274703532313115,0.3360992055450001,0.43921108389354285,0.22468971056145695,0.3507034799677145,0.20514704468175224,0.44414947535053323
5.065164791129699e-06,0.24207950811997286,0.2517080476049581,0.5062124442750691,0.08873585261531736,0.5069965875460262,0.4042675598386564,0.2086163398018378,0.12240703108997286,0.6689766291081893,0.36521629564432356,0.4602906630806224,0.17449304127505402
3.189409062902532e-06,0.04772019630178781,0.7396851477720227,0.2125946559261896,0.2380063394443313,0.2583257428295765,0.5036679177260921,0.2502126456721125,0.374142185744494,0.37564516858339353,0.5331540973689519,0.3810476631945884,0.0857982394364597
7.088853472654938e-06,0.12355205657485932,0.5836006213687959,0.2928473220563448,0.5539831488680484,0.36763135160312366,0.078385499528828,0.012818944169064928,0.751406117926655,0.23577493790428009,0.36788429145054685,0.5711560343051892,0.06095967424426402
9.883238252758664e-06,0.09931795150368206,0.3549799118303746,0.5457021366659434,0.04344680100005127,0.8974275663231254,0.05912563267682336,0.08576838458313349,0.11373898207106178,0.8004926333458048,0.3112362394602368,0.24594125289674937,0.4428225076430138
