mutation_rate,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC
6.104390950657898e-05,0.12993362878742723,0.7188900881641708,0.15117628304840197,0.4896549377234774,0.4266366997856806,0.0837083624908419,0.012838754587354506,0.5260713627065265,0.46108988270611895,0.28869905797157513,0.6342481753130128,0.07705276671541195
9.110165725852921e-05,0.3910373712189434,0.4285733479129137,0.18038928086814301,0.5626258129988247,0.17285902173399034,0.26451516526718494,0.2724916174736266,0.466884932555226,0.2606234499711473,0.3872922373675289,0.588976295801811,0.023731466830660186
2.0417949688657926e-05,0.33641003088089577,0.40778670151962987,0.25580326759947425,0.4174422788166029,0.30488395357877685,0.27767376760462026,0.6912044217384604,0.23906271428844494,0.06973286397309453,0.02490686737666803,0.9219784082678428,0.05311472435548942
6.960155717469885e-05,0.5912521356768003,0.3411066514871152,0.06764121283608443,0.4378574129710494,0.5411618865269537,0.020980700501996907,0.05492009569530587,0.5915468289784596,0.3535330753262345,0.19067683263120874,0.39433406834357604,0.41498909902521514
5.733962692014199e-05,0.4736985730607603,0.15103252137685175,0.3752689055623879,0.37825094291575956,0.4553267638671907,0.1664222932170498,0.3633242100391688,0.46121120907326324,0.17546458088756794,0.2825416470023241,0.5686215863520626,0.1488367666456133
7.550011827447582e-05,0.19002828606569533,0.3782456319083519,0.4317260820259527,0.4970520044464539,0.2982223617466695,0.20472563380687658,0.1979338076147718,0.568046540979729,0.23401965140549918,0.2831476513415871,0.5888566290935592,0.1279957195648538
2.4559382790817168e-05,0.8412756413003495,0.05130832826818699,0.10741603043146361,0.1692537377376057,0.5547830847976417,0.2759631774647526,0.26065370652272407,0.6834929724243486,0.05585332105292734,0.12673824030058292,0.4383046930982666,0.4349570666011504
7.523943990867772e-05,0.1943324517013894,0.29796793607119204,0.5076996122274186,0.28788148431292293,0.1705930913388852,0.541525424348192,0.2063526468677699,0.5464424502593259,0.24720490287290423,0.12161474269878392,0.8280772407031491,0.050308016598066774
7.513755795020073e-05,0.13792681493398376,0.6030845590757233,0.2589886259902928,0.5911465389086448,0.1776968923386569,0.23115656875269833,0.39977504373085704,0.40574272437357944,0.19448223189556355,0.08636358103191755,0.9002808043053232,0.013355614662759197
6.917590765943206e-05,0.43594755877063057,0.4614895044373064,0.10256293679206296,0.23697277918038348,0.6362087389364315,0.12681848188318495,0.4527093706551502,0.38217752288291873,0.165113106461931,0.31121763982569717,0.5829762554871402,0.10580610468716267
7.741600181057473e-05,0.4286059423941701,0.4823484540739925,0.08904560353183738,0.3576218306852059,0.3867578355288012,0.2556203337859928,0.27851240359779283,0.6785362898981039,0.04295130650410328,0.26049791665354416,0.45184545324704173,0.2876566300994141
9.832501027556705e-05,0.12942014540728705,0.35065990422210075,0.5199199503706122,0.4649286764674354,0.24933639765481308,0.28573492587775157,0.16400984170456118,0.48756672461776895,0.34842343367766987,0.006281500964159581,0.6163199086519395,0.3773985903839009
2.351225366490818e-05,0.17325102747398408,0.6877240928039348,0.13902487972208105,0.19916637403463835,0.5694922958428033,0.2313413301225585,0.09250891935883465,0.6028843417626861,0.3046067388784792,0.2996510447679944,0.6019390101688838,0.09840994506312165
5.0496635582915385e-05,0.6348966092330517,0.12910515626505506,0.23599823450189333,0.6294735095698477,0.20400047204003283,0.16652601839011952,0.3334546377525647,0.3796045814585448,0.2869407807888905,0.5008672335250428,0.40218057070974594,0.09695219576521108
3.887638851160081e-05,0.4774947159868374,0.3984522155982025,0.12405306841496,0.11998403095285182,0.8213615666576324,0.0586544023895158,0.20753226648172068,0.6490093375067312,0.14345839601154817,0.04733617707308596,0.4701859349276146,0.4824778879992995
2.4567357371636902e-05,0.3659359399452216,0.5060755896120758,0.1279884704427026,0.3187656840764281,0.4211436813447222,0.2600906345788496,0.21410044134402093,0.6221558548131303,0.16374370384284878,0.22803115655127426,0.6422779202436659,0.12969092320505965
9.29205746535735e-05,0.3245994868453638,0.43020952462045925,0.24519098853417695,0.5010014870242636,0.1625584609057743,0.33644005206996214,0.1868499387733863,0.3853094424441295,0.42784061878248414,0.04931965948386119,0.6846503507925987,0.26602998972354003
3.5314913746251604e-05,0.2860147031558117,0.25119142316953125,0.4627938736746571,0.5070795589426007,0.3116266170677868,0.18129382398961255,0.4219094634191131,0.2838434037345382,0.2942471328463487,0.40973905003610045,0.44536278169033267,0.14489816827356697
3.1187163377215556e-05,0.011229963899061668,0.8755750552545064,0.11319498084643187,0.19011695682818192,0.675905966690606,0.13397707648121215,0.2368964200385561,0.27770597085912396,0.4853976091023199,0.1856355986541995,0.7726679398628484,0.04169646148295192
7.476063037053409e-05,0.4047426144342152,0.5503555448388407,0.044901840726943976,0.44041724420794104,0.17885975027583664,0.38072300551622235,0.4694534680747469,0.1396095770666173,0.39093695485863583,0.10126915993765101,0.560616952131018,0.33811388793133096
2.7305271921064316e-05,0.2640393754324438,0.6550500182078924,0.08091060635966385,0.42883374719388906,0.39519340766721117,0.17597284513889982,0.030221512874925416,0.49886136487776894,0.47091712224730553,0.6859402509020535,0.12763513539383461,0.18642461370411192
4.4982347006097715e-05,0.5136789702789265,0.30851496297147457,0.17780606674959892,0.39770731143470717,0.4471561871807296,0.15513650138456322,0.1308339766858154,0.366682860397224,0.5024831629169606,0.4292459948760962,0.4424097076987265,0.12834429742517725
