mutation_rate,transition_matrix_AA,transition_matrix_AT,transition_matrix_AC,transition_matrix_AG,transition_matrix_TA,transition_matrix_TT,transition_matrix_TC,transition_matrix_TG,transition_matrix_CA,transition_matrix_CT,transition_matrix_CC,transition_matrix_CG,transition_matrix_GA,transition_matrix_GT,transition_matrix_GC,transition_matrix_GG
0.0007914696193692251,0.29783080294663444,0.28626689572019615,0.1951381951841605,0.220764106149009,0.39223424530933665,0.18303032296502497,0.19103726954562464,0.23369816218001377,0.18020934105920092,0.12284322899399902,0.0671415424032509,0.629805887543549,0.050792273543739164,0.4809045246204824,0.30932208823031426,0.15898111360546416
0.00035345265755716755,0.21825720938342497,0.3900615080355505,0.2498390178824526,0.14184226469857203,0.3701271615936608,0.05086316353951997,0.4513243070762134,0.1276853677906058,0.486800894007902,0.17015375682182224,0.28311397987190545,0.05993136929837023,0.2413560714203015,0.28370741718406367,0.23058964465654486,0.24434686673908995
0.00010244868550088077,0.40092433775193864,0.3535936979681137,0.05241775576591309,0.19306420851403472,0.5195699721074476,0.09429646451749324,0.19586456694579849,0.1902689964292608,0.19447671902179872,0.26741621557266815,0.4651588473095263,0.07294821809600688,0.21636729138455335,0.24774184437478797,0.009430326622332563,0.526460537618326
0.0007776327871699621,0.09093750909615489,0.1682356542252643,0.2699268067806372,0.4709000298979436,0.1701684967149707,0.2575613046572608,0.3912619438541767,0.18100825477359192,0.20115146805136946,0.13188831275541105,0.47305378231402706,0.1939064368791925,0.15151152803939205,0.10067814062114575,0.500262667464461,0.24754766387500116
0.00025074998108773957,0.28761986650400007,0.2768577213469181,0.24690925955412438,0.18861315259495748,0.3377032540323062,0.3346994495156583,0.24229935901015082,0.08529793744188477,0.0298798713848685,0.45343040555274455,0.5160532774765607,0.0006364455858262619,0.21031304652648347,0.33773784593836814,0.4414185176565294,0.01053058987861899
0.0002918708171841927,0.3399524574835624,0.23331779067519873,0.13896959024759376,0.28776016159364504,0.017363035424441314,0.20863835767828245,0.3933888359015142,0.38060977099576204,0.017527867965628913,0.5430713719188355,0.2506489104937565,0.18875184962177913,0.06546862050836921,0.0553019478886263,0.4807051294923608,0.3985243021106436
0.0004846242279456109,0.16152430359113734,0.18884009958146672,0.3302440500639719,0.31939154676342413,0.08948384239216786,0.3568788112726425,0.4285140609054399,0.12512328542974974,0.05894352253798574,0.5051952168122343,0.2283402073730133,0.2075210532767667,0.06703556790680532,0.2589249315716058,0.30775720090424896,0.36628229961734005
0.00028013443695554,0.3273943470054973,0.37662702985339225,0.23628155936840234,0.05969706377270806,0.493133436246762,0.30806413504508634,0.03553113357859344,0.16327129512955837,0.08659111474163472,0.4772782963657968,0.269441893895648,0.16668869499692043,0.12943639383072456,0.14409231819397367,0.41382913720248005,0.3126421507728218
0.0008601879605519521,0.20533962274035858,0.052930905437707176,0.401934429571275,0.3397950422506592,0.19919459104371898,0.15980295688872395,0.43971962434872613,0.20128282771883085,0.16997126459609704,0.3160199663075576,0.3820636484744636,0.1319451206218819,0.10706897692294914,0.41027569073553444,0.029510878080591996,0.45314445426092453
0.0007777167196020803,0.0031356188377996974,0.2611381456780143,0.4197709280011596,0.3159553074830264,0.37194344219408776,0.14397306167224858,0.15850629224553245,0.32557720388813116,0.209847297845452,0.10614580635325582,0.2671097028416967,0.4168971929595955,0.14955500404028996,0.16087418885256735,0.2331722682212691,0.45639853888587356
